Nível;Indicador;2010;Unidade
17.3.3.3.1.1.1.2;Feminino;474;pessoas
17.3.3.3.2;Grupo de idade;;
17.3.3.3.2.1;0 a 4 anos;23;pessoas
17.3.3.3.2.2;5 a 9 anos;38;pessoas
17.3.3.3.2.3;10 a 14 anos;53;pessoas
17.3.3.3.2.4;15 a 19 anos;65;pessoas
17.3.3.3.2.4.1;15 a 17 anos;35;pessoas
17.3.3.3.2.4.2;18 ou 19 anos;30;pessoas
17.3.3.3.2.5;20 a 24 anos;102;pessoas
17.3.3.3.2.6;25 a 29 anos;94;pessoas
17.3.3.3.2.7;30 a 34 anos;96;pessoas
17.3.3.3.2.8;35 a 39 anos;104;pessoas
17.3.3.3.2.9;40 a 44 anos;85;pessoas
17.3.3.3.2.10;45 a 49 anos;81;pessoas
17.3.3.3.2.11;50 a 54 anos;86;pessoas
17.3.3.3.2.12;55 a 59 anos;67;pessoas
17.3.3.3.2.13;60 a 64 anos;49;pessoas
17.3.3.3.2.14;65 a 69 anos;42;pessoas
17.3.3.3.2.15;70 a 74 anos;31;pessoas
17.3.3.3.2.16;75 a 79 anos;13;pessoas
17.3.3.3.2.17;80 a 89 anos;12;pessoas
17.3.3.3.2.18;90 a 99 anos;1;pessoas
17.3.3.3.2.19;100 anos ou mais;1;pessoas
17.3.3.4;Parda;;
17.3.3.4.1;Condição de alfabetizado;;
17.3.3.4.1.1;Alfabetizado;237352;pessoas
17.3.3.4.1.1.1;Sexo;;
17.3.3.4.1.1.1.1;Masculino;118874;pessoas
17.3.3.4.1.1.1.2;Feminino;118478;pessoas
17.3.3.4.2;Grupo de idade;;
17.3.3.4.2.1;0 a 4 anos;18238;pessoas
17.3.3.4.2.2;5 a 9 anos;20804;pessoas
17.3.3.4.2.3;10 a 14 anos;26867;pessoas
17.3.3.4.2.4;15 a 19 anos;25881;pessoas
17.3.3.4.2.4.1;15 a 17 anos;15719;pessoas
17.3.3.4.2.4.2;18 ou 19 anos;10162;pessoas
17.3.3.4.2.5;20 a 24 anos;27711;pessoas
17.3.3.4.2.6;25 a 29 anos;26941;pessoas
17.3.3.4.2.7;30 a 34 anos;25004;pessoas
17.3.3.4.2.8;35 a 39 anos;21925;pessoas
17.3.3.4.2.9;40 a 44 anos;19583;pessoas
17.3.3.4.2.10;45 a 49 anos;16308;pessoas
17.3.3.4.2.11;50 a 54 anos;14348;pessoas
17.3.3.4.2.12;55 a 59 anos;10637;pessoas
17.3.3.4.2.13;60 a 64 anos;7445;pessoas
17.3.3.4.2.14;65 a 69 anos;4938;pessoas
17.3.3.4.2.15;70 a 74 anos;3567;pessoas
17.3.3.4.2.16;75 a 79 anos;2221;pessoas
17.3.3.4.2.17;80 a 89 anos;1853;pessoas
17.3.3.4.2.18;90 a 99 anos;298;pessoas
17.3.3.4.2.19;100 anos ou mais;19;pessoas
17.3.3.5;Preta;;
17.3.3.5.1;Condição de alfabetizado;;
17.3.3.5.1.1;Alfabetizado;67098;pessoas
17.3.3.5.1.1.1;Sexo;;
17.3.3.5.1.1.1.1;Masculino;33853;pessoas
17.3.3.5.1.1.1.2;Feminino;33245;pessoas
17.3.3.5.2;Grupo de idade;;
17.3.3.5.2.1;0 a 4 anos;2899;pessoas
17.3.3.5.2.2;5 a 9 anos;3654;pessoas
17.3.3.5.2.3;10 a 14 anos;5394;pessoas
17.3.3.5.2.4;15 a 19 anos;6058;pessoas
17.3.3.5.2.4.1;15 a 17 anos;3664;pessoas
17.3.3.5.2.4.2;18 ou 19 anos;2394;pessoas
17.3.3.5.2.5;20 a 24 anos;7106;pessoas
17.3.3.5.2.6;25 a 29 anos;7673;pessoas
17.3.3.5.2.7;30 a 34 anos;7565;pessoas
17.3.3.5.2.8;35 a 39 anos;6417;pessoas
17.3.3.5.2.9;40 a 44 anos;6009;pessoas
17.3.3.5.2.10;45 a 49 anos;5339;pessoas
17.3.3.5.2.11;50 a 54 anos;4707;pessoas
17.3.3.5.2.12;55 a 59 anos;3580;pessoas
17.3.3.5.2.13;60 a 64 anos;2789;pessoas
17.3.3.5.2.14;65 a 69 anos;2029;pessoas
17.3.3.5.2.15;70 a 74 anos;1499;pessoas
17.3.3.5.2.16;75 a 79 anos;943;pessoas
17.3.3.5.2.17;80 a 89 anos;833;pessoas
17.3.3.5.2.18;90 a 99 anos;150;pessoas
17.3.3.5.2.19;100 anos ou mais;12;pessoas
17.3.3.6;Sem declaração;;
17.3.3.6.1;Condição de alfabetizado;;
17.3.3.6.1.1;Alfabetizado;130;pessoas
17.3.3.6.1.1.1;Sexo;;
17.3.3.6.1.1.1.1;Masculino;65;pessoas
17.3.3.6.1.1.1.2;Feminino;65;pessoas
17.3.3.6.2;Grupo de idade;;
17.3.3.6.2.1;0 a 4 anos;12;pessoas
17.3.3.6.2.2;5 a 9 anos;14;pessoas
17.3.3.6.2.3;10 a 14 anos;19;pessoas
17.3.3.6.2.4;15 a 19 anos;13;pessoas
17.3.3.6.2.4.1;15 a 17 anos;10;pessoas
17.3.3.6.2.4.2;18 ou 19 anos;3;pessoas
17.3.3.6.2.5;20 a 24 anos;12;pessoas
17.3.3.6.2.6;25 a 29 anos;23;pessoas
17.3.3.6.2.7;30 a 34 anos;11;pessoas
17.3.3.6.2.8;35 a 39 anos;13;pessoas
17.3.3.6.2.9;40 a 44 anos;14;pessoas
17.3.3.6.2.10;45 a 49 anos;11;pessoas
17.3.3.6.2.11;50 a 54 anos;8;pessoas
17.3.3.6.2.12;55 a 59 anos;8;pessoas
17.3.3.6.2.13;60 a 64 anos;1;pessoas
17.3.3.6.2.14;65 a 69 anos;1;pessoas
17.3.3.6.2.15;70 a 74 anos;3;pessoas
17.3.3.6.2.16;75 a 79 anos;;pessoas
17.3.3.6.2.17;80 a 89 anos;2;pessoas
17.3.3.6.2.18;90 a 99 anos;;pessoas
17.3.3.6.2.19;100 anos ou mais;;pessoas
17.3.4;Grupo de idade;;
17.3.4.1;Menos de 1 ano;13110;pessoas
17.3.4.1.1;Grupo de idade;;
17.3.4.1.1.1;Menos de 1 mês;980;pessoas
17.3.4.1.1.1.1;Sexo;;
17.3.4.1.1.1.1.1;Masculino;497;pessoas
17.3.4.1.1.1.1.2;Feminino;483;pessoas
17.3.4.1.1.2;1 mês;1038;pessoas
17.3.4.1.1.2.1;Sexo;;
17.3.4.1.1.2.1.1;Masculino;536;pessoas
17.3.4.1.1.2.1.2;Feminino;502;pessoas
17.3.4.1.1.3;2 meses;1132;pessoas
17.3.4.1.1.3.1;Sexo;;
17.3.4.1.1.3.1.1;Masculino;545;pessoas
17.3.4.1.1.3.1.2;Feminino;587;pessoas
17.3.4.1.1.4;3 meses;1089;pessoas
17.3.4.1.1.4.1;Sexo;;
17.3.4.1.1.4.1.1;Masculino;528;pessoas
17.3.4.1.1.4.1.2;Feminino;561;pessoas
17.3.4.1.1.5;4 meses;1174;pessoas
17.3.4.1.1.5.1;Sexo;;
17.3.4.1.1.5.1.1;Masculino;611;pessoas
17.3.4.1.1.5.1.2;Feminino;563;pessoas
17.3.4.1.1.6;5 meses;1054;pessoas
17.3.4.1.1.6.1;Sexo;;
17.3.4.1.1.6.1.1;Masculino;550;pessoas
17.3.4.1.1.6.1.2;Feminino;504;pessoas
17.3.4.1.1.7;6 meses;1135;pessoas
17.3.4.1.1.7.1;Sexo;;
17.3.4.1.1.7.1.1;Masculino;581;pessoas
17.3.4.1.1.7.1.2;Feminino;554;pessoas
17.3.4.1.1.8;7 meses;1087;pessoas
17.3.4.1.1.8.1;Sexo;;
17.3.4.1.1.8.1.1;Masculino;545;pessoas
17.3.4.1.1.8.1.2;Feminino;542;pessoas
17.3.4.1.1.9;8 meses;967;pessoas
17.3.4.1.1.9.1;Sexo;;
17.3.4.1.1.9.1.1;Masculino;482;pessoas
17.3.4.1.1.9.1.2;Feminino;485;pessoas
17.3.4.1.1.10;9 meses;1141;pessoas
17.3.4.1.1.10.1;Sexo;;
17.3.4.1.1.10.1.1;Masculino;547;pessoas
17.3.4.1.1.10.1.2;Feminino;594;pessoas
17.3.4.1.1.11;10 meses;1230;pessoas
17.3.4.1.1.11.1;Sexo;;
17.3.4.1.1.11.1.1;Masculino;622;pessoas
17.3.4.1.1.11.1.2;Feminino;608;pessoas
17.3.4.1.1.12;11 meses;1083;pessoas
17.3.4.1.1.12.1;Sexo;;
17.3.4.1.1.12.1.1;Masculino;568;pessoas
17.3.4.1.1.12.1.2;Feminino;515;pessoas
17.3.4.1.2;Sexo;;
17.3.4.1.2.1;Masculino;6612;pessoas
17.3.4.1.2.2;Feminino;6498;pessoas
17.3.4.2;1 ano;12808;pessoas
17.3.4.2.1;Sexo;;
17.3.4.2.1.1;Masculino;6541;pessoas
17.3.4.2.1.2;Feminino;6267;pessoas
17.3.4.3;2 anos;12695;pessoas
17.3.4.3.1;Sexo;;
17.3.4.3.1.1;Masculino;6383;pessoas
17.3.4.3.1.2;Feminino;6312;pessoas
17.3.4.4;3 anos;12635;pessoas
17.3.4.4.1;Sexo;;
17.3.4.4.1.1;Masculino;6520;pessoas
17.3.4.4.1.2;Feminino;6115;pessoas
17.3.4.5;4 anos;12623;pessoas
17.3.4.5.1;Sexo;;
17.3.4.5.1.1;Masculino;6485;pessoas
17.3.4.5.1.2;Feminino;6138;pessoas
17.3.4.6;5 anos;12987;pessoas
17.3.4.6.1;Sexo;;
17.3.4.6.1.1;Masculino;6631;pessoas
17.3.4.6.1.2;Feminino;6356;pessoas
17.3.4.7;6 anos;12859;pessoas
17.3.4.7.1;Sexo;;
17.3.4.7.1.1;Masculino;6517;pessoas
17.3.4.7.1.2;Feminino;6342;pessoas
17.3.4.8;7 anos;12727;pessoas
17.3.4.8.1;Sexo;;
17.3.4.8.1.1;Masculino;6549;pessoas
17.3.4.8.1.2;Feminino;6178;pessoas
17.3.4.9;8 anos;13082;pessoas
17.3.4.9.1;Sexo;;
17.3.4.9.1.1;Masculino;6698;pessoas
17.3.4.9.1.2;Feminino;6384;pessoas
17.3.4.10;9 anos;14129;pessoas
17.3.4.10.1;Sexo;;
17.3.4.10.1.1;Masculino;7175;pessoas
17.3.4.10.1.2;Feminino;6954;pessoas
17.3.4.11;10 anos;15777;pessoas
17.3.4.11.1;Sexo;;
17.3.4.11.1.1;Masculino;7970;pessoas
17.3.4.11.1.2;Feminino;7807;pessoas
17.3.4.12;11 anos;15099;pessoas
17.3.4.12.1;Sexo;;
17.3.4.12.1.1;Masculino;7749;pessoas
17.3.4.12.1.2;Feminino;7350;pessoas
17.3.4.13;12 anos;15814;pessoas
17.3.4.13.1;Sexo;;
17.3.4.13.1.1;Masculino;8065;pessoas
17.3.4.13.1.2;Feminino;7749;pessoas
17.3.4.14;13 anos;15781;pessoas
17.3.4.14.1;Sexo;;
17.3.4.14.1.1;Masculino;7989;pessoas
17.3.4.14.1.2;Feminino;7792;pessoas
17.3.4.15;14 anos;16110;pessoas
17.3.4.15.1;Sexo;;
17.3.4.15.1.1;Masculino;8118;pessoas
17.3.4.15.1.2;Feminino;7992;pessoas
17.3.4.16;15 anos;16483;pessoas
17.3.4.16.1;Sexo;;
17.3.4.16.1.1;Masculino;8324;pessoas
17.3.4.16.1.2;Feminino;8159;pessoas
17.3.4.17;16 anos;15848;pessoas
17.3.4.17.1;Sexo;;
17.3.4.17.1.1;Masculino;8008;pessoas
17.3.4.17.1.2;Feminino;7840;pessoas
17.3.4.18;17 anos;15925;pessoas
17.3.4.18.1;Sexo;;
17.3.4.18.1.1;Masculino;8087;pessoas
17.3.4.18.1.2;Feminino;7838;pessoas
17.3.4.19;18 anos;16439;pessoas
17.3.4.19.1;Sexo;;
17.3.4.19.1.1;Masculino;8267;pessoas
17.3.4.19.1.2;Feminino;8172;pessoas
17.3.4.20;19 anos;16995;pessoas
17.3.4.20.1;Sexo;;
17.3.4.20.1.1;Masculino;8658;pessoas
17.3.4.20.1.2;Feminino;8337;pessoas
17.3.4.21;20 anos;18443;pessoas
17.3.4.21.1;Sexo;;
17.3.4.21.1.1;Masculino;9108;pessoas
17.3.4.21.1.2;Feminino;9335;pessoas
17.3.4.22;21 anos;18649;pessoas
17.3.4.22.1;Sexo;;
17.3.4.22.1.1;Masculino;9336;pessoas
17.3.4.22.1.2;Feminino;9313;pessoas
17.3.4.23;22 anos;19609;pessoas
17.3.4.23.1;Sexo;;
17.3.4.23.1.1;Masculino;9874;pessoas
17.3.4.23.1.2;Feminino;9735;pessoas
17.3.4.24;23 anos;19737;pessoas
17.3.4.24.1;Sexo;;
17.3.4.24.1.1;Masculino;9758;pessoas
17.3.4.24.1.2;Feminino;9979;pessoas
17.3.4.25;24 anos;20380;pessoas
17.3.4.25.1;Sexo;;
17.3.4.25.1.1;Masculino;10149;pessoas
17.3.4.25.1.2;Feminino;10231;pessoas
17.3.4.26;25 a 29 anos;104061;pessoas
17.3.4.26.1;Sexo;;
17.3.4.26.1.1;Masculino;51178;pessoas
17.3.4.26.1.2;Feminino;52883;pessoas
17.3.4.27;30 a 34 anos;96616;pessoas
17.3.4.27.1;Sexo;;
17.3.4.27.1.1;Masculino;47315;pessoas
17.3.4.27.1.2;Feminino;49301;pessoas
17.3.4.28;35 a 39 anos;84116;pessoas
17.3.4.28.1;Sexo;;
17.3.4.28.1.1;Masculino;40812;pessoas
17.3.4.28.1.2;Feminino;43304;pessoas
17.3.4.29;40 a 44 anos;79310;pessoas
17.3.4.29.1;Sexo;;
17.3.4.29.1.1;Masculino;37955;pessoas
17.3.4.29.1.2;Feminino;41355;pessoas
17.3.4.30;45 a 49 anos;73506;pessoas
17.3.4.30.1;Sexo;;
17.3.4.30.1.1;Masculino;34630;pessoas
17.3.4.30.1.2;Feminino;38876;pessoas
17.3.4.31;50 a 54 anos;67149;pessoas
17.3.4.31.1;Sexo;;
17.3.4.31.1.1;Masculino;31354;pessoas
17.3.4.31.1.2;Feminino;35795;pessoas
17.3.4.32;55 a 59 anos;54810;pessoas
17.3.4.32.1;Sexo;;
17.3.4.32.1.1;Masculino;25295;pessoas
17.3.4.32.1.2;Feminino;29515;pessoas
17.3.4.33;60 a 64 anos;42270;pessoas
17.3.4.33.1;Sexo;;
17.3.4.33.1.1;Masculino;19059;pessoas
17.3.4.33.1.2;Feminino;23211;pessoas
17.3.4.34;65 a 69 anos;30752;pessoas
17.3.4.34.1;Sexo;;
17.3.4.34.1.1;Masculino;13766;pessoas
17.3.4.34.1.2;Feminino;16986;pessoas
17.3.4.35;70 a 74 anos;24200;pessoas
17.3.4.35.1;Sexo;;
17.3.4.35.1.1;Masculino;10457;pessoas
17.3.4.35.1.2;Feminino;13743;pessoas
17.3.4.36;75 a 79 anos;17092;pessoas
17.3.4.36.1;Sexo;;
17.3.4.36.1.1;Masculino;6832;pessoas
17.3.4.36.1.2;Feminino;10260;pessoas
17.3.4.37;80 a 89 anos;16812;pessoas
17.3.4.37.1;Sexo;;
17.3.4.37.1.1;Masculino;5871;pessoas
17.3.4.37.1.2;Feminino;10941;pessoas
17.3.4.38;90 a 99 anos;2577;pessoas
17.3.4.38.1;Sexo;;
17.3.4.38.1.1;Masculino;739;pessoas
17.3.4.38.1.2;Feminino;1838;pessoas
17.3.4.39;100 anos ou mais;98;pessoas
17.3.4.39.1;Sexo;;
17.3.4.39.1.1;Masculino;31;pessoas
17.3.4.39.1.2;Feminino;67;pessoas
17.3.5;Sexo;;
17.3.5.1;Masculino;520865;pessoas
17.3.5.1.1;Situação domiciliar;;
17.3.5.1.1.1;Urbana;511483;pessoas
17.3.5.1.1.2;Rural;9382;pessoas
17.3.5.2;Feminino;559248;pessoas
17.3.5.2.1;Situação domiciliar;;
17.3.5.2.1.1;Urbana;550057;pessoas
17.3.5.2.1.2;Rural;9191;pessoas
17.3.6;Situação domiciliar;;
17.3.6.1;Urbana;1061540;pessoas
17.3.6.2;Rural;18573;pessoas



Fonte: IBGE, Censo Demográfico 2010
